mileage,make,model,fuel,gear,offerType,price,hp,year
145694,Ford,Fiesta,Diesel,Automatic,Used,5252,241.0,2016
59521,BMW,5 Series,Diesel,Semi-automatic,Used,11145,50.0,2016
136319,Skoda,Fabia,Petrol,Manual,Used,6071,107.0,2017
500,Toyota,Yaris,Hybrid,Automatic,Used,19154,90.0,2019
122118,BMW,3 Series,Petrol,Manual,New,12000,75.0,2013
105398,Toyota,RAV4,Petrol,Manual,Used,6184,60.0,2014
145332,Ford,Mondeo,Diesel,Automatic,Used,5248,100.0,2015
180441,Skoda,Octavia,Diesel,Automatic,Used,5233,166.0,2013
153398,BMW,3 Series,Diesel,Automatic,Used,7402,50.0,2014
72731,SEAT,Ibiza,Petrol,Automatic,Used,6718,180.0,2014
150192,Mercedes-Benz,GLC,Diesel,Automatic,Used,8740,172.0,2014
122816,Audi,A4,Diesel,Automatic,Used,9043,147.0,2015
31507,Renault,Megane,Petrol,Manual,Used,8162,116.0,2016
500,Volkswagen,Golf,Petrol,Manual,Used,13448,124.0,2018
156330,Opel,Mokka,Diesel,Automatic,Used,4152,187.0,2014
23697,SEAT,Leon,Diesel,Automatic,Used,11792,50.0,2020
45019,BMW,1 Series,Petrol,Manual,Used,17098,143.0,2016
52714,Audi,A6,Petrol,Manual,Used,14609,78.0,2018
162741,Ford,Focus,Diesel,Manual,Used,4104,143.0,2012
147100,SEAT,Arona,Petrol,Automatic,Used,4208,93.0,2012
50680,Hyundai,Tucson,Diesel,Manual,Used,5614,141.0,2015
170994,Toyota,RAV4,Electric,Manual,Used,5878,50.0,2015
125148,Mercedes-Benz,C-Class,Hybrid,Manual,Used,13443,50.0,2016
138262,Volkswagen,Tiguan,Diesel,Manual,Used,5557,101.0,2012
79672,Volkswagen,Tiguan,Petrol,Manual,Used,9529,175.0,2016
72582,SEAT,Leon,Diesel,Automatic,Used,8569,151.0,2018
5463,BMW,3 Series,Petrol,Manual,Used,19918,137.0,2019
146294,Mercedes-Benz,GLC,Petrol,,Used,8688,146.0,2013
73424,Toyota,C-HR,Petrol,Automatic,Used,7073,105.0,2014
87531,Toyota,RAV4,Diesel,Automatic,Used,8217,152.0,2016
49100,Toyota,RAV4,Diesel,Manual,Used,8840,84.0,2016
5867,Audi,A3,Petrol,Manual,Demonstration,27620,99.0,2019
162600,SEAT,Ibiza,Petrol,Automatic,Used,5683,115.0,2015
62073,SEAT,Arona,Petrol,Semi-automatic,Used,9515,87.0,2018
37259,Mercedes-Benz,E-Class,Petrol,Manual,Used,22686,111.0,2020
49602,Skoda,Fabia,Petrol,Automatic,Used,6748,112.0,2014
9105,Skoda,Superb,Petrol,Manual,Used,14868,82.0,2020
136142,Ford,Focus,Electric,Manual,Demonstration,7966,102.0,2014
126795,Peugeot,208,Petrol,Manual,Used,4720,115.0,2014
500,Renault,Clio,Electric,Automatic,Used,13039,78.0,2018
82250,Skoda,Fabia,Hybrid,Manual,Used,8584,130.0,2017
87830,Renault,Megane,Diesel,Manual,Used,6284,89.0,2017
179932,Peugeot,208,Petrol,Manual,Used,3533,116.0,2013
127067,Skoda,Fabia,Petrol,Manual,Demonstration,4889,76.0,2012
500,Audi,A4,Diesel,Manual,Used,25623,161.0,2020
500,Peugeot,3008,Petrol,Automatic,Demonstration,13462,172.0,2020
500,Renault,Captur,Diesel,Automatic,Used,15487,82.0,2020
115785,Hyundai,Kona,Petrol,Manual,Used,5278,134.0,2016
500,BMW,1 Series,Diesel,Manual,Used,22748,179.0,2020
74308,Opel,Corsa,Petrol,Automatic,Used,6053,82.0,2016
214903,Hyundai,Kona,Petrol,Manual,Used,2375,66.0,2011
135252,Skoda,Superb,Petrol,Manual,Used,5254,140.0,2013
166371,Hyundai,i20,Diesel,Automatic,Used,4208,63.0,2013
47537,Volkswagen,Polo,Petrol,Automatic,Used,7851,89.0,2015
500,Volkswagen,Passat,Diesel,Manual,Used,15739,69.0,2021
170303,Peugeot,508,Diesel,Manual,New,4328,142.0,2014
78543,Ford,Fiesta,Diesel,Manual,Used,8181,80.0,2017
138615,Skoda,Octavia,Electric,Manual,Used,6009,94.0,2013
20865,Opel,Astra,Diesel,Automatic,Used,8467,93.0,2018
78527,Ford,Focus,Petrol,Automatic,Used,8718,178.0,2017
109892,Hyundai,Tucson,,Manual,Used,4546,67.0,2012
131540,BMW,X3,Diesel,Manual,Used,8830,50.0,2016
245474,Peugeot,308,Electric,Manual,Used,2232,50.0,2012
46938,Toyota,RAV4,Diesel,Manual,Used,13690,145.0,2020
37777,SEAT,Arona,Diesel,Automatic,Used,10652,161.0,2018
500,Ford,Mondeo,Diesel,Manual,Used,13681,171.0,2021
500,BMW,3 Series,Petrol,Automatic,Used,26614,72.0,2020
189420,Renault,Captur,Hybrid,Automatic,Used,3826,112.0,2013
23978,Opel,Mokka,Petrol,Automatic,Used,8464,236.0,2018
137021,BMW,1 Series,Petrol,Automatic,Used,7163,107.0,2012
37936,Ford,Fiesta,Diesel,Automatic,Used,14258,105.0,2021
96880,Hyundai,i30,Hybrid,Semi-automatic,Used,9091,112.0,2019
53014,Audi,Q5,Petrol,Manual,Used,14437,136.0,2018
837,Mercedes-Benz,C-Class,Diesel,Manual,Used,27722,138.0,2021
32507,Renault,Captur,Hybrid,Manual,New,13951,86.0,2020
8033,Mercedes-Benz,C-Class,Diesel,Automatic,New,35670,103.0,2020
129916,Hyundai,Kona,Diesel,Automatic,Used,4063,108.0,2012
179416,Toyota,Yaris,Diesel,Manual,Used,4063,72.0,2011
21485,Hyundai,i20,Diesel,Automatic,Demonstration,14842,74.0,2021
209606,Toyota,Corolla,Petrol,Automatic,Used,3300,203.0,2013
120360,Mercedes-Benz,C-Class,Petrol,Automatic,Used,11189,106.0,2015
205290,Mercedes-Benz,E-Class,Hybrid,Manual,Used,6981,89.0,2011
37505,Ford,Fiesta,Diesel,Manual,New,11882,97.0,2017
48381,Opel,Corsa,Petrol,Manual,Used,8475,110.0,2020
4696,Toyota,RAV4,Petrol,Manual,Used,15337,134.0,2020
88841,Renault,Captur,Petrol,Automatic,Used,6895,105.0,2017
84098,SEAT,Arona,Petrol,Manual,Used,7855,163.0,2018
91745,Toyota,Corolla,Petrol,Manual,Used,6464,137.0,2016
189256,SEAT,Ateca,Petrol,Manual,Used,3586,100.0,2015
124979,Ford,Kuga,Electric,Automatic,Used,8393,96.0,2017
56204,Ford,Focus,Diesel,Manual,Used,13028,164.0,2021
161750,Skoda,Superb,Petrol,Semi-automatic,Used,3788,100.0,2013
151718,BMW,1 Series,Petrol,Manual,Used,8621,,2016
24706,Renault,Megane,Diesel,Automatic,Used,8872,172.0,2017
122960,SEAT,Ibiza,Diesel,Manual,Used,5438,78.0,2017
130306,Renault,Megane,Hybrid,Manual,Used,3497,144.0,2011
100248,Skoda,Fabia,Diesel,Semi-automatic,Used,5831,50.0,2014
79649,Peugeot,3008,Diesel,Automatic,Used,6525,110.0,2018
103163,Hyundai,Kona,Petrol,Automatic,Demonstration,9377,179.0,2018
4625,Skoda,Superb,Diesel,Automatic,New,16563,128.0,2019
500,Opel,Astra,Diesel,Manual,Used,10601,142.0,2021
63414,BMW,5 Series,Diesel,Automatic,Used,15293,86.0,2018
68477,Peugeot,3008,Diesel,Manual,Used,8136,127.0,2017
149891,Toyota,Corolla,Diesel,Automatic,Used,4361,123.0,2014
225257,Renault,Captur,Petrol,Automatic,Used,2971,135.0,2015
44676,Toyota,RAV4,Diesel,Automatic,Used,15117,221.0,2020
64268,Toyota,Corolla,Diesel,Automatic,Used,11061,184.0,2016
14622,Peugeot,3008,Petrol,Automatic,New,17248,163.0,2018
138616,Skoda,Fabia,Diesel,Automatic,Used,4316,157.0,2012
117091,BMW,3 Series,Petrol,Manual,New,10651,65.0,2012
151364,Volkswagen,Polo,Diesel,Automatic,Demonstration,5619,101.0,2013
150821,Mercedes-Benz,E-Class,Diesel,Automatic,Used,7814,53.0,2013
58789,Opel,Astra,Diesel,Manual,Used,6579,54.0,2017
129473,Renault,Kadjar,Diesel,Automatic,Used,4733,87.0,2018
49259,Opel,Insignia,Electric,Manual,New,11866,110.0,2017
115820,Volkswagen,Golf,Hybrid,Automatic,Used,7383,68.0,2014
97371,Mercedes-Benz,GLC,Electric,Automatic,Used,16788,124.0,2017
181222,Hyundai,Kona,Diesel,Manual,Used,3295,99.0,2012
134715,Hyundai,i20,Petrol,Manual,Used,4099,59.0,2016
164997,Ford,Focus,Petrol,Automatic,Used,3950,190.0,2012
201782,Peugeot,308,Diesel,Manual,Used,2644,50.0,2011
126721,Renault,Captur,Hybrid,Semi-automatic,Demonstration,4298,156.0,2012
182133,Hyundai,Tucson,Petrol,Manual,Used,2649,50.0,2012
121666,Toyota,Corolla,Diesel,Manual,Demonstration,6325,104.0,2016
127951,SEAT,Ateca,Hybrid,Manual,Used,6781,57.0,2017
16605,Ford,Focus,Diesel,Automatic,New,15584,97.0,2017
73249,SEAT,Ateca,Petrol,Automatic,Used,7166,205.0,2015
178810,Audi,Q5,Diesel,Automatic,Used,6016,105.0,2012
72202,Ford,Kuga,Diesel,Semi-automatic,Used,3477,55.0,2011
77220,SEAT,Leon,Hybrid,Automatic,Used,10017,149.0,2018
52093,Skoda,Fabia,Petrol,Manual,Used,11636,99.0,2021
99827,Skoda,Kodiaq,Diesel,Manual,Used,5361,115.0,2014
119943,Ford,Focus,Petrol,Automatic,Used,5672,81.0,2013
82405,Ford,Fiesta,Electric,Manual,Used,5674,69.0,2014
116746,Volkswagen,Golf,Electric,Automatic,Used,5941,87.0,2013
117760,SEAT,Arona,Hybrid,Automatic,Demonstration,6313,158.0,2013
66101,Skoda,Fabia,Electric,Automatic,Used,10241,115.0,2016
19181,Hyundai,Kona,Petrol,Automatic,Used,10913,81.0,2019
50515,Skoda,Superb,Diesel,Semi-automatic,Used,10367,119.0,2018
5091,Opel,Insignia,Electric,Automatic,Used,16594,134.0,2021
185595,Volkswagen,Passat,Diesel,Automatic,Used,4378,149.0,2014
76204,Mercedes-Benz,C-Class,Diesel,Manual,Used,12529,88.0,2016
117045,Ford,Kuga,Petrol,Manual,Used,5508,106.0,2015
144809,Ford,Kuga,Diesel,Manual,Used,3587,124.0,2011
84364,Ford,Mondeo,Petrol,Automatic,Used,6900,79.0,2015
75347,Ford,Kuga,Electric,Automatic,Used,7216,162.0,2013
35002,Peugeot,508,Petrol,Automatic,Used,8145,126.0,2016
107755,BMW,1 Series,Petrol,Manual,Used,8525,56.0,2012
51429,Audi,A6,Diesel,Automatic,Used,19362,78.0,2019
67666,BMW,5 Series,Petrol,Manual,Used,18344,110.0,2020
500,Audi,A3,Diesel,Automatic,Used,27964,105.0,2021
145782,Renault,Megane,Diesel,Manual,Used,2731,139.0,2011
102159,Volkswagen,Tiguan,Petrol,Automatic,Used,5104,108.0,2012
5750,Ford,Focus,Petrol,Automatic,Used,15225,144.0,2021
67652,Volkswagen,Polo,Diesel,Manual,Used,12734,76.0,2020
59359,Hyundai,Tucson,Diesel,Manual,Used,7148,110.0,2017
118337,Renault,Clio,Diesel,Manual,Used,4313,167.0,2014
140933,Mercedes-Benz,GLC,Petrol,Manual,Used,10172,103.0,2016
106027,Mercedes-Benz,A-Class,Diesel,Manual,Used,14419,85.0,2016
3397,BMW,3 Series,Petrol,Manual,Used,25718,75.0,2020
95562,Opel,Astra,Electric,Manual,Demonstration,8129,109.0,2016
136036,Peugeot,3008,Petrol,Manual,Used,3620,168.0,2011
74717,SEAT,Arona,Diesel,Automatic,Used,7838,66.0,2018
63037,Toyota,C-HR,Petrol,Manual,Used,13144,111.0,2019
72149,Ford,Mondeo,Diesel,Manual,Used,5930,50.0,2014
156130,Audi,A3,Diesel,Automatic,Used,6954,103.0,2012
145885,Opel,Insignia,Petrol,Manual,Used,2594,118.0,2012
49064,Mercedes-Benz,C-Class,Diesel,Automatic,Demonstration,23448,58.0,2020
134097,Hyundai,i20,Diesel,Automatic,Used,4113,104.0,2015
106711,Mercedes-Benz,A-Class,Electric,Automatic,Used,16205,138.0,2016
4388,Opel,Corsa,Petrol,Automatic,Used,11759,136.0,2021
197667,Skoda,Superb,Electric,Automatic,Used,3919,135.0,2011
104443,Volkswagen,Tiguan,Electric,Automatic,Used,6475,78.0,2013
500,Opel,Astra,Diesel,Automatic,Used,12842,142.0,2020
500,Opel,Insignia,Petrol,Manual,Used,8164,83.0,2016
162545,Audi,Q5,Diesel,Automatic,Used,7787,152.0,2011
31246,BMW,5 Series,Petrol,Automatic,Used,22185,50.0,2018
163921,Volkswagen,Passat,Diesel,Automatic,Used,4529,108.0,2012
500,Volkswagen,Polo,Diesel,Manual,Used,16979,117.0,2019
22349,Opel,Mokka,Diesel,Manual,Used,9880,174.0,2019
46459,BMW,3 Series,Petrol,Manual,Used,19360,118.0,2020
53956,Hyundai,Kona,Diesel,Manual,Used,7308,118.0,2016
149324,Mercedes-Benz,GLC,Petrol,Automatic,Used,9122,139.0,2013
10504,SEAT,Arona,Electric,Manual,Demonstration,28214,170.0,2020
73852,Renault,Megane,Petrol,Manual,Used,7318,94.0,2017
95831,Opel,Insignia,Diesel,Manual,Used,5604,50.0,2017
183348,Toyota,Corolla,Diesel,Automatic,Used,4042,50.0,2012
78237,BMW,5 Series,Electric,Automatic,New,27547,156.0,2017
46510,Mercedes-Benz,GLC,Petrol,Automatic,Demonstration,20198,136.0,2017
103969,Audi,A6,Diesel,Automatic,Used,11299,111.0,2014
67293,BMW,X3,Hybrid,Semi-automatic,Used,18469,87.0,2019
114256,Audi,A3,Diesel,Manual,Used,6955,114.0,2012
53768,Audi,Q5,Petrol,Manual,Used,18030,121.0,2018
1494,Peugeot,3008,Diesel,Automatic,Used,15042,152.0,2021
71382,Audi,Q5,Diesel,Automatic,Used,14665,76.0,2017
114675,Toyota,Yaris,Diesel,Manual,New,6717,,2012
10182,Peugeot,3008,Petrol,Semi-automatic,Used,9538,70.0,2017
108226,Toyota,RAV4,Diesel,Manual,Used,6881,50.0,2016
108745,BMW,X3,Petrol,Automatic,Used,11755,63.0,2017
72274,Hyundai,i20,Petrol,Automatic,Used,5546,193.0,2013
87912,SEAT,Leon,Electric,Manual,Used,8436,50.0,2017
172911,Hyundai,i30,Diesel,Automatic,Used,4560,143.0,2013
95857,Ford,Kuga,Petrol,Automatic,New,10339,167.0,2017
60417,Hyundai,i20,Diesel,Automatic,Used,9189,170.0,2017
26978,SEAT,Leon,Petrol,Automatic,Used,10369,139.0,2018
47834,Volkswagen,Passat,Diesel,Manual,Used,12269,172.0,2019
38672,Ford,Focus,Petrol,Manual,Used,11044,194.0,2020
48353,BMW,1 Series,Diesel,Manual,Used,18564,99.0,2019
38695,Hyundai,Tucson,Petrol,Manual,Used,9856,133.0,2019
500,Audi,A3,Diesel,Manual,Used,30118,171.0,2020
149794,Mercedes-Benz,C-Class,Diesel,Automatic,Used,8018,83.0,2013
136480,Skoda,Kodiaq,Petrol,Manual,Used,4889,97.0,2014
97029,Opel,Corsa,Diesel,Automatic,Used,5341,97.0,2016
93885,BMW,1 Series,Petrol,Manual,Used,12567,131.0,2016
118774,Peugeot,308,Petrol,Manual,New,9286,50.0,2018
143147,Toyota,Corolla,Petrol,Automatic,Used,3999,185.0,2011
194850,Renault,Megane,Petrol,Semi-automatic,Demonstration,3010,130.0,2012
19309,SEAT,Ateca,Petrol,Automatic,New,13439,155.0,2019
68813,Ford,Focus,Electric,Manual,Used,14423,50.0,2020
163168,Skoda,Fabia,Diesel,Automatic,Used,4531,76.0,2014
109743,Skoda,Fabia,Petrol,Manual,Used,4764,175.0,2014
133134,BMW,3 Series,Petrol,Automatic,Used,9893,118.0,2017
106416,Volkswagen,Polo,Diesel,Automatic,Used,8349,50.0,2016
119295,Audi,A6,Diesel,Manual,Used,6212,116.0,2012
76905,Opel,Insignia,Diesel,Automatic,Used,6398,156.0,2016
69647,BMW,3 Series,Petrol,Automatic,Used,19095,153.0,2020
77307,BMW,1 Series,Diesel,Manual,Used,15959,106.0,2019
7969,Toyota,C-HR,Petrol,Manual,Used,13540,164.0,2019
55126,Ford,Kuga,Petrol,Automatic,Used,8518,95.0,2018
37123,SEAT,Arona,Petrol,Manual,Used,10880,138.0,2020
117234,Skoda,Fabia,Diesel,Manual,Used,5288,113.0,2013
247523,Renault,Kadjar,Petrol,Manual,Used,1810,99.0,2011
158178,Renault,Captur,Petrol,Semi-automatic,Used,3091,89.0,2012
12837,Audi,A6,Diesel,Manual,Used,24948,100.0,2021
101680,Toyota,Yaris,Diesel,Semi-automatic,New,12800,113.0,2018
122218,Ford,Kuga,Diesel,Automatic,Used,5042,109.0,2013
65260,Toyota,C-HR,Hybrid,Manual,Used,13074,147.0,2020
61629,Ford,Mondeo,Diesel,Manual,Used,5522,84.0,2014
59122,BMW,5 Series,Diesel,Automatic,Used,18725,197.0,2017
171717,Peugeot,208,Diesel,Manual,Used,2825,,2013
204957,Volkswagen,Passat,Diesel,Manual,Used,3853,147.0,2012
107935,Peugeot,208,Diesel,Manual,Used,4307,150.0,2013
103856,Volkswagen,Golf,Petrol,Automatic,Used,5960,129.0,2013
94861,Mercedes-Benz,A-Class,Petrol,Automatic,Used,15595,129.0,2017
143194,SEAT,Arona,Petrol,Manual,Used,3837,72.0,2011
125600,Hyundai,i30,Diesel,Manual,Used,4559,84.0,2013
105674,Ford,Fiesta,Petrol,Manual,Used,6986,121.0,2017
85956,BMW,5 Series,Petrol,Automatic,New,19400,122.0,2015
6210,Mercedes-Benz,E-Class,Petrol,Manual,Used,16578,164.0,2017
14462,Toyota,Yaris,Electric,Semi-automatic,Used,13879,92.0,2018
15348,Renault,Captur,Diesel,Automatic,Used,11669,112.0,2021
500,BMW,X3,Petrol,Manual,Used,27515,50.0,2020
124599,Ford,Fiesta,Petrol,Automatic,Used,5453,151.0,2013
11277,Audi,A4,Diesel,Automatic,Used,17504,152.0,2018
132398,Mercedes-Benz,GLC,Petrol,Automatic,Used,12369,170.0,2017
150780,Toyota,Yaris,Diesel,Manual,Demonstration,6431,158.0,2017
7963,SEAT,Ibiza,Diesel,Automatic,Used,12875,164.0,2019
158987,Mercedes-Benz,C-Class,Petrol,Manual,Used,7837,143.0,2012
71386,SEAT,Arona,Petrol,Automatic,Used,7827,151.0,2015
34174,Ford,Fiesta,Electric,Manual,Used,14780,147.0,2019
93121,Volkswagen,Golf,Electric,Manual,Used,12943,50.0,2020
148666,Opel,Mokka,Diesel,Semi-automatic,Used,2604,56.0,2011
79989,Mercedes-Benz,C-Class,Petrol,Manual,Used,13996,53.0,2016
102011,Mercedes-Benz,E-Class,Hybrid,Manual,Used,14221,164.0,2013
190117,Toyota,Yaris,Diesel,Automatic,Used,3272,,2012
50786,Renault,Captur,Petrol,Manual,Used,4990,77.0,2011
74502,BMW,X3,Electric,Automatic,Used,18137,125.0,2016
58394,Toyota,C-HR,Diesel,Automatic,Used,11946,71.0,2018
66862,Skoda,Fabia,Electric,Manual,Used,10411,127.0,2016
135224,Toyota,Corolla,Petrol,Automatic,Used,7039,50.0,2015
87071,Renault,Kadjar,Electric,Semi-automatic,Demonstration,10466,60.0,2019
10579,Ford,Mondeo,Petrol,Automatic,Used,10996,136.0,2018
103272,Skoda,Octavia,Petrol,Automatic,New,13931,73.0,2020
70186,Skoda,Superb,Petrol,Automatic,Used,8272,181.0,2014
180102,Renault,Kadjar,Diesel,Automatic,Used,3179,124.0,2013
95244,Mercedes-Benz,A-Class,Petrol,Manual,Used,9856,161.0,2016
72370,Audi,A6,Electric,Automatic,Used,18061,141.0,2016
75672,Mercedes-Benz,C-Class,Hybrid,Manual,Used,15551,109.0,2016
28827,Audi,A3,Hybrid,Manual,Used,24044,69.0,2020
172295,BMW,3 Series,Petrol,Manual,New,7285,147.0,2011
57795,Volkswagen,Golf,,Automatic,Used,11564,145.0,2016
96812,Hyundai,Kona,Petrol,Manual,Used,4407,203.0,2015
108026,Volkswagen,Passat,Petrol,Manual,Used,5980,144.0,2013
17473,Toyota,C-HR,Petrol,Manual,Demonstration,14039,94.0,2018
16394,Volkswagen,Polo,Diesel,Manual,Used,17825,126.0,2019
34751,Peugeot,508,Diesel,Semi-automatic,Used,8049,130.0,2017
150295,Audi,A3,Petrol,Manual,Used,6795,157.0,2011
180137,Skoda,Kodiaq,Diesel,Manual,Used,3380,164.0,2011
109225,Audi,A3,Diesel,Semi-automatic,Used,10458,102.0,2015
129102,Opel,Astra,Diesel,Manual,Used,6283,57.0,2018
42634,Opel,Astra,Petrol,Manual,New,6159,50.0,2014
136427,Skoda,Kodiaq,Hybrid,Automatic,Used,5272,72.0,2014
30225,Ford,Fiesta,Petrol,Automatic,Used,13861,102.0,2020
193548,Skoda,Fabia,Hybrid,Manual,Used,3658,173.0,2011
190076,Peugeot,308,Electric,Automatic,Used,3459,188.0,2011
144225,Opel,Mokka,Diesel,Automatic,Used,3319,164.0,2012
21043,Ford,Fiesta,Diesel,Automatic,New,22833,185.0,2021
63958,BMW,3 Series,Diesel,Manual,Used,13880,78.0,2016
171479,Ford,Fiesta,Diesel,Automatic,Used,3153,53.0,2012
54239,BMW,5 Series,Petrol,Automatic,Used,12563,78.0,2014
42189,Mercedes-Benz,A-Class,Diesel,Automatic,Demonstration,27271,50.0,2021
59189,Hyundai,Kona,Electric,Automatic,Used,12199,77.0,2018
117953,BMW,3 Series,Petrol,Automatic,Used,8400,99.0,2013
126861,Opel,Mokka,Diesel,Automatic,Used,3271,130.0,2013
159428,Toyota,Yaris,Hybrid,Manual,Used,4629,111.0,2011
90406,Hyundai,Tucson,Hybrid,Manual,Used,9748,82.0,2019
263172,BMW,5 Series,Petrol,Automatic,Used,5304,147.0,2012
162695,BMW,5 Series,,Manual,Used,6175,78.0,2014
100214,Ford,Fiesta,Hybrid,Automatic,Used,6429,123.0,2014
97042,Skoda,Fabia,Petrol,Automatic,Used,7588,76.0,2017
98567,Hyundai,Kona,Electric,Automatic,Used,9193,175.0,2017
12619,Mercedes-Benz,GLC,Diesel,Manual,Used,18839,114.0,2019
75872,BMW,1 Series,Petrol,Automatic,Used,10279,154.0,2014
102785,Audi,A4,Petrol,Automatic,Used,11348,69.0,2015
133270,Toyota,RAV4,Diesel,Manual,Used,5657,117.0,2015
108587,Volkswagen,Polo,Diesel,Automatic,Used,4760,146.0,2011
19769,Ford,Mondeo,Diesel,Manual,New,17512,50.0,2019
110043,BMW,X3,Diesel,Automatic,Used,15829,178.0,2016
91460,BMW,5 Series,Diesel,Manual,Used,11412,54.0,2016
64570,Hyundai,i30,Diesel,Automatic,Demonstration,10929,139.0,2021
100602,Volkswagen,Polo,Petrol,Manual,Used,6042,186.0,2012
97326,Audi,A6,Petrol,Manual,Demonstration,15812,158.0,2021
6170,Toyota,RAV4,Petrol,Manual,Used,10522,50.0,2018
63979,SEAT,Leon,Diesel,Manual,Used,5818,99.0,2013
57938,Volkswagen,Tiguan,Petrol,Automatic,Used,10122,183.0,2018
5294,Opel,Mokka,Diesel,Automatic,Demonstration,11104,91.0,2019
118644,Hyundai,i30,Diesel,Manual,Used,3930,92.0,2014
117420,Ford,Mondeo,Petrol,Manual,Used,5001,91.0,2014
23148,Skoda,Octavia,Electric,Automatic,Used,21061,155.0,2020
120516,Skoda,Kodiaq,Hybrid,Manual,Used,4442,50.0,2012
180143,SEAT,Leon,Petrol,Manual,Used,2946,133.0,2011
48893,Mercedes-Benz,A-Class,Petrol,Manual,Used,16111,84.0,2018
68628,Toyota,Corolla,Petrol,Automatic,Used,11722,128.0,2020
83687,Hyundai,i30,Petrol,Semi-automatic,Used,5936,100.0,2016
116237,BMW,5 Series,Diesel,Manual,Used,8550,133.0,2012
30930,Peugeot,3008,Diesel,Semi-automatic,Used,6155,109.0,2016
128976,Peugeot,208,Hybrid,Automatic,Used,4596,187.0,2013
500,Renault,Kadjar,Hybrid,Semi-automatic,Used,13839,159.0,2020
27751,Ford,Mondeo,Diesel,Automatic,Used,10942,90.0,2017
138461,Opel,Insignia,Diesel,Automatic,Demonstration,4859,184.0,2014
12782,Toyota,RAV4,Diesel,Automatic,Used,12587,140.0,2017
109427,BMW,X3,Petrol,,Used,13238,135.0,2018
65590,Peugeot,208,Diesel,Manual,Used,8699,150.0,2018
103466,Hyundai,Tucson,Petrol,Automatic,Used,5208,77.0,2015
38783,Renault,Clio,Diesel,Automatic,Used,6915,64.0,2017
191753,Ford,Kuga,Diesel,Manual,Used,3318,106.0,2011
104898,Skoda,Fabia,Diesel,Manual,Used,6299,82.0,2015
80987,Volkswagen,Passat,Petrol,Manual,Used,8553,202.0,2015
96994,Hyundai,Kona,Diesel,Manual,Used,6569,76.0,2016
500,Ford,Focus,Petrol,Manual,Used,14767,117.0,2021
500,Volkswagen,Passat,Petrol,Manual,Used,14906,124.0,2021
50793,Peugeot,308,Petrol,Manual,Used,7313,165.0,2016
72233,SEAT,Leon,Diesel,Automatic,Demonstration,9584,82.0,2018
149886,SEAT,Ateca,Petrol,Manual,Used,3079,50.0,2012
126714,Volkswagen,Tiguan,Diesel,Manual,Used,6262,173.0,2016
27800,Peugeot,208,Petrol,Manual,Used,8896,116.0,2018
80113,SEAT,Arona,Petrol,Manual,Used,6871,148.0,2018
11015,Peugeot,508,Electric,Manual,Used,15999,154.0,2021
56993,Peugeot,3008,Hybrid,Semi-automatic,Used,7456,156.0,2016
43486,Mercedes-Benz,A-Class,Petrol,Manual,Used,21545,97.0,2020
12690,Mercedes-Benz,E-Class,Electric,Manual,New,48618,86.0,2021
52981,Hyundai,i20,Diesel,Automatic,Used,8956,50.0,2017
151470,Skoda,Superb,Petrol,Automatic,Used,3719,76.0,2012
100466,Opel,Mokka,Diesel,Manual,Used,5206,112.0,2015
39621,Audi,A3,Diesel,Manual,Used,18619,81.0,2019
60559,SEAT,Ateca,Petrol,Automatic,Used,9958,75.0,2017
500,Peugeot,3008,Petrol,Manual,Used,12036,117.0,2021
47617,Volkswagen,Tiguan,Petrol,Manual,Used,10425,173.0,2019
136905,Skoda,Fabia,Electric,Semi-automatic,Used,5373,102.0,2011
500,Hyundai,i30,Petrol,Semi-automatic,Used,13401,63.0,2020
111576,Audi,A4,Electric,Automatic,Used,15426,180.0,2014
55691,Audi,Q5,Electric,Manual,Used,25810,79.0,2020
96496,Toyota,C-HR,Petrol,Automatic,Used,10925,192.0,2016
71410,Volkswagen,Polo,Diesel,Semi-automatic,Used,8407,98.0,2016
145003,Ford,Mondeo,Petrol,Automatic,Used,4195,125.0,2011
172253,Opel,Insignia,Petrol,Manual,Used,2655,176.0,2012
500,Peugeot,308,Hybrid,Manual,Used,10405,50.0,2017
102908,BMW,3 Series,Diesel,Manual,Used,12994,64.0,2017
9409,Opel,Insignia,Diesel,Automatic,Used,9514,111.0,2017
100461,BMW,X3,Diesel,Manual,Used,8908,100.0,2012
72001,Peugeot,508,Diesel,Manual,Used,4151,229.0,2016
240954,SEAT,Ateca,Petrol,Manual,Demonstration,2423,65.0,2011
208710,Opel,Astra,Diesel,Manual,Used,2070,50.0,2012
114727,Ford,Kuga,Diesel,Automatic,Used,5990,83.0,2016
87479,BMW,X3,Petrol,Manual,Used,12903,121.0,2017
500,Hyundai,i30,Diesel,Manual,Used,12653,134.0,2018
20487,SEAT,Leon,Diesel,Automatic,Used,14228,98.0,2021
10777,Audi,Q5,Petrol,Automatic,Used,24212,130.0,2020
76417,Ford,Kuga,Petrol,Automatic,Used,6097,212.0,2015
50418,Renault,Captur,Hybrid,Automatic,Used,12100,130.0,2019
133511,Renault,Megane,Petrol,Manual,Used,3076,120.0,2012
60425,Opel,Corsa,Hybrid,Manual,Used,9980,199.0,2020
37242,Audi,A6,Diesel,Manual,Used,17236,78.0,2015
47625,SEAT,Arona,Petrol,Automatic,Used,9659,,2019
500,SEAT,Ateca,Petrol,Automatic,Used,14714,109.0,2021
